i,j,a3,a2,a1,c,efficiency,price,amplitude,lower_bound,upper_bound,warmstart
stor_New Melones.2011-01-31 00:00:00,spill_New Melones.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982711495e-09
spill_New Melones.2011-01-31 00:00:00,flow_New Melones.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.999814702e-09
flow_New Melones.2011-01-31 00:00:00,DELTA.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.98633480047e-09
INFLOW.2011-01-31 00:00:00,stor_Pine Flat.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,194.861655529,194.861655529,194.861657478
stor_Pine Flat.2011-01-31 00:00:00,stor_Pine Flat.2011-02-28 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2011-01-31 00:00:00,flow_Pine Flat.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,29.0157031803,1.0,0.0,588.646084637,193.97625572
stor_Pine Flat.2011-01-31 00:00:00,spill_Pine Flat.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983948317e-09
spill_Pine Flat.2011-01-31 00:00:00,flow_Pine Flat.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983946996e-09
flow_Pine Flat.2011-01-31 00:00:00,DELTA.2011-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,193.97625571
SUPERSOURCE,INFLOW.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1319.50747078
DELTA.2011-02-28 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,349.120667362
INFLOW.2011-02-28 00:00:00,stor_Shasta.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,653.838913867,653.838913867,653.838920405
stor_Shasta.2011-02-28 00:00:00,stor_Shasta.2011-03-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,1314.77317042
stor_Shasta.2011-02-28 00:00:00,flow_Shasta.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,4106.65280227,5.86929266607e-11
stor_Shasta.2011-02-28 00:00:00,spill_Shasta.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982471013e-09
spill_Shasta.2011-02-28 00:00:00,flow_Shasta.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981046373e-09
flow_Shasta.2011-02-28 00:00:00,stor_Keswick.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.94107493029e-09
INFLOW.2011-02-28 00:00:00,stor_Keswick.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9966519273e-09
stor_Keswick.2011-02-28 00:00:00,stor_Keswick.2011-03-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2011-02-28 00:00:00,flow_Keswick.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,4414.56122045,1.00552085823e-08
stor_Keswick.2011-02-28 00:00:00,spill_Keswick.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99980973359e-09
spill_Keswick.2011-02-28 00:00:00,flow_Keswick.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984565473e-09
flow_Keswick.2011-02-28 00:00:00,DELTA.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5.53203118899e-11
INFLOW.2011-02-28 00:00:00,stor_Folsom.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,370.756794076,370.756794076,370.756797784
stor_Folsom.2011-02-28 00:00:00,stor_Folsom.2011-03-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,400.08495197
stor_Folsom.2011-02-28 00:00:00,flow_Folsom.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,2874.3837863,198.599082472
stor_Folsom.2011-02-28 00:00:00,spill_Folsom.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983888802e-09
spill_Folsom.2011-02-28 00:00:00,flow_Folsom.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983889008e-09
flow_Folsom.2011-02-28 00:00:00,stor_Nimbus.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,198.599082462
INFLOW.2011-02-28 00:00:00,stor_Nimbus.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99671535115e-09
stor_Nimbus.2011-02-28 00:00:00,stor_Nimbus.2011-03-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2011-02-28 00:00:00,flow_Nimbus.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,2881.62115834,198.599082482
stor_Nimbus.2011-02-28 00:00:00,spill_Nimbus.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983889617e-09
spill_Nimbus.2011-02-28 00:00:00,flow_Nimbus.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983888192e-09
flow_Nimbus.2011-02-28 00:00:00,DELTA.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,198.599082472
INFLOW.2011-02-28 00:00:00,stor_New Melones.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,143.504764469,143.504764469,143.504765904
stor_New Melones.2011-02-28 00:00:00,stor_New Melones.2011-03-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2148.14351421
stor_New Melones.2011-02-28 00:00:00,flow_New Melones.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,581.376673152,1.17185142118e-11
stor_New Melones.2011-02-28 00:00:00,spill_New Melones.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982674645e-09
spill_New Melones.2011-02-28 00:00:00,flow_New Melones.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981448429e-09
flow_New Melones.2011-02-28 00:00:00,DELTA.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.98805942031e-09
INFLOW.2011-02-28 00:00:00,stor_Pine Flat.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,151.406985153,151.406985153,151.406986667
stor_Pine Flat.2011-02-28 00:00:00,stor_Pine Flat.2011-03-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2011-02-28 00:00:00,flow_Pine Flat.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.2631890813,1.0,0.0,588.646084637,150.52158491
stor_Pine Flat.2011-02-28 00:00:00,spill_Pine Flat.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983889766e-09
spill_Pine Flat.2011-02-28 00:00:00,flow_Pine Flat.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983888043e-09
flow_Pine Flat.2011-02-28 00:00:00,DELTA.2011-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,150.5215849
SUPERSOURCE,INFLOW.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,3418.48358498
DELTA.2011-03-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,721.17063867
INFLOW.2011-03-31 00:00:00,stor_Shasta.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1769.56707827,1769.56707827,1769.56709597
stor_Shasta.2011-03-31 00:00:00,stor_Shasta.2011-04-30 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,3081.78622292
stor_Shasta.2011-03-31 00:00:00,flow_Shasta.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,4106.65280227,2.02033210547e-11
stor_Shasta.2011-03-31 00:00:00,spill_Shasta.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982474278e-09
spill_Shasta.2011-03-31 00:00:00,flow_Shasta.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981095387e-09
flow_Shasta.2011-03-31 00:00:00,stor_Keswick.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.97956638831e-09
INFLOW.2011-03-31 00:00:00,stor_Keswick.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99627168471e-09
stor_Keswick.2011-03-31 00:00:00,stor_Keswick.2011-04-30 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2011-03-31 00:00:00,flow_Keswick.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,4414.56122045,1.00163494792e-08
stor_Keswick.2011-03-31 00:00:00,spill_Keswick.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981180522e-09
spill_Keswick.2011-03-31 00:00:00,flow_Keswick.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984573753e-09
flow_Keswick.2011-03-31 00:00:00,DELTA.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1.64627463108e-11
INFLOW.2011-03-31 00:00:00,stor_Folsom.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1032.65150902,1032.65150902,1032.65151935
stor_Folsom.2011-03-31 00:00:00,stor_Folsom.2011-04-30 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2011-03-31 00:00:00,flow_Folsom.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,2874.3837863,228.585333088
stor_Folsom.2011-03-31 00:00:00,spill_Folsom.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983751068e-09
spill_Folsom.2011-03-31 00:00:00,flow_Folsom.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983750765e-09
flow_Folsom.2011-03-31 00:00:00,stor_Nimbus.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,228.585333078
INFLOW.2011-03-31 00:00:00,stor_Nimbus.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99633010668e-09
stor_Nimbus.2011-03-31 00:00:00,stor_Nimbus.2011-04-30 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2011-03-31 00:00:00,flow_Nimbus.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,2881.62115834,228.585333098
stor_Nimbus.2011-03-31 00:00:00,spill_Nimbus.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983847614e-09
spill_Nimbus.2011-03-31 00:00:00,flow_Nimbus.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983846246e-09
flow_Nimbus.2011-03-31 00:00:00,DELTA.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,228.585333088
INFLOW.2011-03-31 00:00:00,stor_New Melones.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,330.746633634,330.746633634,330.746636941
stor_New Melones.2011-03-31 00:00:00,stor_New Melones.2011-04-30 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2477.20929507
stor_New Melones.2011-03-31 00:00:00,flow_New Melones.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,581.376673152,1.20068001974e-11
stor_New Melones.2011-03-31 00:00:00,spill_New Melones.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982629346e-09
spill_New Melones.2011-03-31 00:00:00,flow_New Melones.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981399811e-09
flow_New Melones.2011-03-31 00:00:00,DELTA.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.98777054845e-09
INFLOW.2011-03-31 00:00:00,stor_Pine Flat.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,285.518329847,285.518329847,285.518332702
stor_Pine Flat.2011-03-31 00:00:00,stor_Pine Flat.2011-04-30 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1025.67865525
stor_Pine Flat.2011-03-31 00:00:00,flow_Pine Flat.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,22.5990025732,1.0,0.0,588.646084637,492.585305602
stor_Pine Flat.2011-03-31 00:00:00,spill_Pine Flat.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983847814e-09
spill_Pine Flat.2011-03-31 00:00:00,flow_Pine Flat.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983846046e-09
flow_Pine Flat.2011-03-31 00:00:00,DELTA.2011-03-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,492.585305592
SUPERSOURCE,INFLOW.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,2669.51547483
DELTA.2011-04-30 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1407.66791634
INFLOW.2011-04-30 00:00:00,stor_Shasta.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1152.49051923,1152.49051923,1152.49053075
stor_Shasta.2011-04-30 00:00:00,stor_Shasta.2011-05-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,4230.7704846
stor_Shasta.2011-04-30 00:00:00,flow_Shasta.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,4106.65280227,4.75985112388e-11
stor_Shasta.2011-04-30 00:00:00,spill_Shasta.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982420843e-09
spill_Shasta.2011-04-30 00:00:00,flow_Shasta.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99980981512e-09
flow_Shasta.2011-04-30 00:00:00,stor_Keswick.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.95216825239e-09
INFLOW.2011-04-30 00:00:00,stor_Keswick.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99633435773e-09
stor_Keswick.2011-04-30 00:00:00,stor_Keswick.2011-05-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2011-04-30 00:00:00,flow_Keswick.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,4414.56122045,1.00439185611e-08
stor_Keswick.2011-04-30 00:00:00,spill_Keswick.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998095655e-09
spill_Keswick.2011-04-30 00:00:00,flow_Keswick.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984560618e-09
flow_Keswick.2011-04-30 00:00:00,DELTA.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,4.40299318301e-11
INFLOW.2011-04-30 00:00:00,stor_Folsom.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,820.528134838,820.528134838,820.528143043
stor_Folsom.2011-04-30 00:00:00,stor_Folsom.2011-05-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2011-04-30 00:00:00,flow_Folsom.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,2874.3837863,819.021825841
stor_Folsom.2011-04-30 00:00:00,spill_Folsom.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983854762e-09
spill_Folsom.2011-04-30 00:00:00,flow_Folsom.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983852486e-09
flow_Folsom.2011-04-30 00:00:00,stor_Nimbus.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,819.021825831
INFLOW.2011-04-30 00:00:00,stor_Nimbus.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99639737664e-09
stor_Nimbus.2011-04-30 00:00:00,stor_Nimbus.2011-05-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2011-04-30 00:00:00,flow_Nimbus.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,2881.62115834,819.021825851
stor_Nimbus.2011-04-30 00:00:00,spill_Nimbus.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983854334e-09
spill_Nimbus.2011-04-30 00:00:00,flow_Nimbus.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983852915e-09
flow_Nimbus.2011-04-30 00:00:00,DELTA.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,819.021825841
INFLOW.2011-04-30 00:00:00,stor_New Melones.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,276.614065703,276.614065703,276.614068469
stor_New Melones.2011-04-30 00:00:00,stor_New Melones.2011-05-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2751.95608405
stor_New Melones.2011-04-30 00:00:00,flow_New Melones.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,581.376673152,2.42172656361e-11
stor_New Melones.2011-04-30 00:00:00,spill_New Melones.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982513395e-09
spill_New Melones.2011-04-30 00:00:00,flow_New Melones.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981164096e-09
flow_New Melones.2011-04-30 00:00:00,DELTA.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.97555407526e-09
INFLOW.2011-04-30 00:00:00,stor_Pine Flat.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,419.882728348,419.882728348,419.882732547
stor_Pine Flat.2011-04-30 00:00:00,stor_Pine Flat.2011-05-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,856.300638798
stor_Pine Flat.2011-04-30 00:00:00,flow_Pine Flat.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,23.0229668319,1.0,0.0,588.646084637,588.646090523
stor_Pine Flat.2011-04-30 00:00:00,spill_Pine Flat.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998375369e-09
spill_Pine Flat.2011-04-30 00:00:00,flow_Pine Flat.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983751969e-09
flow_Pine Flat.2011-04-30 00:00:00,DELTA.2011-04-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,588.646090513
SUPERSOURCE,INFLOW.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,2483.40416437
DELTA.2011-05-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1380.74175227
INFLOW.2011-05-31 00:00:00,stor_Shasta.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,872.218203175,872.218203175,872.218211897
stor_Shasta.2011-05-31 00:00:00,stor_Shasta.2011-06-30 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5098.76307487
stor_Shasta.2011-05-31 00:00:00,flow_Shasta.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,23.1124683838,1.0,0.0,4106.65280227,2.00685239412e-10
stor_Shasta.2011-05-31 00:00:00,spill_Shasta.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982531947e-09
spill_Shasta.2011-05-31 00:00:00,flow_Shasta.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981036363e-09
flow_Shasta.2011-05-31 00:00:00,stor_Keswick.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.79908374346e-09
INFLOW.2011-05-31 00:00:00,stor_Keswick.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99634681841e-09
stor_Keswick.2011-05-31 00:00:00,stor_Keswick.2011-06-30 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2011-05-31 00:00:00,flow_Keswick.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,23.1124683838,1.0,0.0,4414.56122045,1.01969584712e-08
stor_Keswick.2011-05-31 00:00:00,spill_Keswick.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99980881322e-09
spill_Keswick.2011-05-31 00:00:00,flow_Keswick.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984436884e-09
flow_Keswick.2011-05-31 00:00:00,DELTA.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1.97072737401e-10
INFLOW.2011-05-31 00:00:00,stor_Folsom.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,665.724067279,665.724067279,665.724073936
stor_Folsom.2011-05-31 00:00:00,stor_Folsom.2011-06-30 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2011-05-31 00:00:00,flow_Folsom.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,23.1124683838,1.0,0.0,2874.3837863,664.217756734
stor_Folsom.2011-05-31 00:00:00,spill_Folsom.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983856804e-09
spill_Folsom.2011-05-31 00:00:00,flow_Folsom.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983853266e-09
flow_Folsom.2011-05-31 00:00:00,stor_Nimbus.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,664.217756724
INFLOW.2011-05-31 00:00:00,stor_Nimbus.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99641126232e-09
stor_Nimbus.2011-05-31 00:00:00,stor_Nimbus.2011-06-30 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2011-05-31 00:00:00,flow_Nimbus.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,23.1124683838,1.0,0.0,2881.62115834,664.217756744
stor_Nimbus.2011-05-31 00:00:00,spill_Nimbus.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983855748e-09
spill_Nimbus.2011-05-31 00:00:00,flow_Nimbus.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983854326e-09
flow_Nimbus.2011-05-31 00:00:00,DELTA.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,664.217756734
INFLOW.2011-05-31 00:00:00,stor_New Melones.2011-05-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,362.973361258,362.973361258,362.973364888
stor_New Melones.2011-05-31 00:00:00,stor_New Melones.2011-06-30 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
